folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
保険者機能強化推進交付金,W100,W100_Ⅱ　自立支援、重度化防止等に資する施策の推進（２）地域包括支援センター・地域ケア会議_時系列.xlsx,時系列,2026/08/31,3,小計／推進交付金計／支援交付金計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W101,W101_Ⅱ　自立支援、重度化防止等に資する施策の推進（３）在宅医療・介護連携_時系列.xlsx,時系列,2026/08/31,3,小計／推進交付金計／支援交付金計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W102,W102_Ⅱ　自立支援、重度化防止等に資する施策の推進（４）認知症総合支援_時系列.xlsx,時系列,2026/08/31,3,小計／推進交付金計／支援交付金計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W103,W103_Ⅱ　自立支援、重度化防止等に資する施策の推進（５）介護予防／日常生活支援_時系列.xlsx,時系列,2026/08/31,3,小計／推進交付金計／支援交付金計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W104,W104_Ⅱ　自立支援、重度化防止等に資する施策の推進（６）生活支援体制の整備_時系列.xlsx,時系列,2026/08/31,3,小計／推進交付金計／支援交付金計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W105,W105_Ⅱ　自立支援、重度化防止等に資する施策の推進_2022_地域別.xlsx,地域別,2026/08/31,3,Ⅱ　合計／Ⅱ　推進計／Ⅱ　支援計,北塩原村,2022,2022,5,3
保険者機能強化推進交付金,W106,W106_Ⅲ　介護保険運営の安定化に資する施策の推進（１）介護給付の適正化等_2022_地域別.xlsx,地域別,2026/08/31,2,小計／推進交付金計,北塩原村,2022,2022,4,2
保険者機能強化推進交付金,W107,W107_Ⅲ　介護保険運営の安定化に資する施策の推進（２）介護人材の確保_2022_地域別.xlsx,地域別,2026/08/31,3,小計／推進交付金計／支援交付金計,北塩原村,2022,2022,5,3
保険者機能強化推進交付金,W108,W108_Ⅲ　介護保険運営の安定化に資する施策の推進_2022_地域別.xlsx,地域別,2026/08/31,3,Ⅲ　合計／Ⅲ　推進計／Ⅲ　支援計,北塩原村,2022,2022,5,3
保険者機能強化推進交付金,W109,W109_保険者機能強化推進交付金・介護保険保険者努力支援交付金（市町村分）に係る評価指標_2022_地域別.xlsx,地域別,2026/08/31,2,推進交付金計／支援交付金計,北塩原村,2022,2022,5,2
保険者機能強化推進交付金,W10,W10_Ⅱ-（１）-④+管内のすべての介護事業所に対し、事故報告に関する支援を行っているか_時系列.xlsx,時系列,2026/08/31,5,ア サービス提供による事故報告に関するガイドラインを策定している／イ 事故報告結果をとりまとめている／ウ 事故報告結果を管内の介護事業所に共有する仕組みがある／エ 事故の内容・結果について、対応方法に関する議論・検証を行う仕組みがある／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W11,W11_Ⅱ-（１）-⑤+管内の介護事業所と定期的に災害に関する必要な訓練を行っているか_時系列.xlsx,時系列,2026/08/31,5,ア 介護担当部局が危機管理部局等の関係機関と連携を図る体制がある／イ 災害に関する必要な訓練を定期的に行っている／ウ 訓練結果を踏まえて、指導を行っている／エ 訓練結果や指導内容について、他の介護事業所に共有する仕組みがある／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W122,W122_高齢者の移動に関する支援の実施_時系列.xlsx,時系列,2026/08/31,5,ア 高齢者の移動に関する課題の把握／イ 高齢者の移動に関する公共交通担当部局との連携体制の構築／ウ 高齢者の移動に関する取組の実施／エ 高齢者の移動に関する取組の見直し／合計,北塩原村,2022,2022,1,5
保険者機能強化推進交付金,W123,W123_文書負担軽減に係る取組の実施_時系列.xlsx,時系列,2026/08/31,12,ア 押印の見直しによる簡素化／イ 提出方法（持参・郵送等）の見直しによる簡素化／ウ 人員配置に関する添付資料の簡素化／エ 施設・設備・備品等の写真の簡素化／オ 運営規程等への職員の員数の記載方法の簡素化／カ 変更届の標準添付書類の簡素化／キ 更新申請における提出書類の簡素化／ク 併設事業所の申請における提出書類の簡素化／ケ 介護保険施設等指導指針を踏まえた標準化／コ 指定申請書等の様式例の活用やホームページにおけるダウンロード等／サ システムの活用による標準化／合計,北塩原村,2022,2022,1,12
保険者機能強化推進交付金,W125,W125_第９期計画作成に向けた各種調査の実施_時系列.xlsx,時系列,2026/08/31,5,ア ニーズ調査による実態把握／イ 在宅介護実態調査による実態把握／ウ その他の調査の実施／エ 介護人材実態調査等による実態把握／合計,北塩原村,2022,2022,1,5
保険者機能強化推進交付金,W126,W126_保険者機能強化推進交付金等に係る総合得点＜推進+支援＞_2023_地域別 (1).xlsx,地域別,2026/08/31,3,推進・支援合計／推進合計／支援合計,北塩原村,2023,2023,5,3
保険者機能強化推進交付金,W127,W127_保険者機能強化推進交付金に係る得点＜①目標別＞_2023_地域別 (1).xlsx,地域別,2026/08/31,5,目標Ⅰ合計　持続可能な地域のあるべき姿をかたちにする／目標Ⅱ合計　公正・公平な給付を行う体制を構築する／目標Ⅲ合計　介護人材の確保その他のサービス提供基盤の整備を推進する／目標Ⅳ合計　高齢者がその状況に応じて可能な限り自立した日常生活を営む／目標別合計,北塩原村,2023,2023,7,5
保険者機能強化推進交付金,W128,W128_保険者機能強化推進交付金に係る得点＜②指標群別＞_2023_地域別 (1).xlsx,地域別,2026/08/31,4,取組・体制指標群合計／成果指標群合計／指標群別合計／活動指標群合計,北塩原村,2023,2023,6,4
保険者機能強化推進交付金,W129,W129_介護保険保険者努力支援交付金に係る得点＜①目標別＞_2023_地域別 (1).xlsx,地域別,2026/08/31,5,目標Ⅰ合計　介護予防／日常生活支援を推進する／目標Ⅱ合計　認知症総合支援を推進する／目標Ⅲ合計　在宅医療・在宅介護連携の体制を構築する／目標Ⅳ合計　高齢者がその状況に応じて可能な限り自立した日常生活を営む／目標別合計,北塩原村,2023,2023,7,5
保険者機能強化推進交付金,W12,W12_Ⅱ-（２）-①+自立支援・重度化防止等に資するケアマネジメントに関して、市町村の基本方針を定め、地域包括支援センターに.xlsx,時系列,2026/08/31,1,該当,北塩原村,2021,2022,1,2
保険者機能強化推進交付金,W130,W130_介護保険保険者努力支援交付金に係る得点＜②指標群別＞_2023_地域別 (1).xlsx,地域別,2026/08/31,4,取組・体制指標群合計／成果指標群合計／指標群別合計／活動指標群合計,北塩原村,2023,2023,6,4
保険者機能強化推進交付金,W131,W131_推進：目標Ⅰ「持続可能な地域のあるべき姿をかたちにする」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,8,PFS（成果連動型民間委託契約方式）による委託事業数／今年度の評価得点／介護保険事業計画の進捗状況（計画値と実績値の乖離状況）を分析しているか／合計／地域の介護保険事業の特徴を把握しているか／後期高齢者数と給付費の伸び率の比較／自立支援、重度化防止等に関する施策について、実施状況を把握し、必要な改善を行っているか／評価結果を関係者間で共有し、自立支援、重度化防止等に関する施策の遂行に活用しているか,北塩原村,2023,2023,10,8
保険者機能強化推進交付金,W132,W132_推進：目標Ⅱ「公正・公平な給付を行う体制を構築する」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,5,ケアプラン点検の実施割合／介護給付費の適正化に向けた方策を策定しているか／介護給付費適正化事業を効果的に実施しているか／医療情報との突合の実施割合／合計,北塩原村,2023,2023,7,5
保険者機能強化推進交付金,W133,W133_推進：目標Ⅲ「介護人材の確保その他のサービス提供基盤の整備を推進する」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,6,介護の仕事の魅力を伝達するための研修の修了者数／介護人材の定着・資質向上に関する研修の修了者数／介護人材の確保・定着の取組状況／介護支援専門員に対する研修（介護線専門員法定研修を除く。）の総実施日数／合計／庁内・庁外における連携体制,北塩原村,2023,2023,8,6
保険者機能強化推進交付金,W134,W134_支援：目標Ⅰ「介護予防／日常生活支援を推進する」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,17,アウトリーチ等の取組状況／データを活用した課題の把握／介護予防等と保健事業の一体的実施／合計／地域ケア会議における個別事例の検討割合／地域リハビリテーションの推進に向けた具体的な取組／地域包括支援センター事業評価の達成状況／地域包括支援センター３職種の配置状況／多様なサービスの活用推進に向けた実施状況の調査・分析・評価／生活支援コーディネーターの地域ケア会議への参加割合／生活支援コーディネーター数／生活支援コーディネーター野活動等による介護予防・生活支援の体制整備／総合事業における多様なサービスの実施状況／通いの場への参加率／通いの場参加者の健康状態の把握・分析／通いの場等における心身・認知機能維持・改善者の割合／高齢者のポイント事業への参加率,北塩原村,2023,2023,19,17
保険者機能強化推進交付金,W135,W135_支援：目標Ⅱ「認知症総合支援を推進する」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,7,合計／早期診断・早期対応の体制構築／認知症サポーターステップアップ講座修了者数／認知症サポーター数／認知症サポーター等を活用した地域支援体制の構築・社会参加支援／認知症初期集中支援チームの活動状況／認知症地域支援推進員の業務の状況,北塩原村,2023,2023,9,7
保険者機能強化推進交付金,W136,W136_支援：目標Ⅲ「在宅医療・在宅介護連携の体制を構築する」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,6,人生の最終段階における支援の実施状況／入退院支援の実施状況／医療・介護関係者間の情報共有／合計／在宅医療・介護連携に関する課題の検討・対応策の具体化／在宅医療・介護連携の具体的取組状況,北塩原村,2023,2023,8,6
保険者機能強化推進交付金,W137,W137_推進・支援共通：目標Ⅳ「高齢者がその状況に応じて可能な限り自立した日常生活を営む」得点_2023_地域別 (1).xlsx,地域別,2026/08/31,6,健康寿命延伸の状況（要介護2以上の認定率、認定率の変化率）／合計／短期的な要介護度の変化（要介護１・２）／短期的な要介護度の変化（要介護３～５）／長期的な要介護度の変化（要介護１・２）／長期的な要介護度の変化（要介護３～５）,北塩原村,2023,2023,8,6
保険者機能強化推進交付金,W13,W13_Ⅱ-（２）-②+地域包括支援センターの体制充実による適切な包括的支援事業を実施しているか_時系列.xlsx,時系列,2026/08/31,3,ア 1500人以下／イ 1250人以下／合計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W14,W14_Ⅱ-（２）-③+地域包括支援センターの体制充実による適切な包括的支援事業・介護予防ケアマネジメントの実施をしているか_.xlsx,時系列,2026/08/31,3,ア 半数以上の地域包括支援センターに配置／イ 全ての地域包括支援センターに配置／合計,北塩原村,2021,2022,1,6
保険者機能強化推進交付金,W16,W16_Ⅱ-（２）-⑤+地域ケア会議において複数の個別事例から地域課題を明らかにし、これを解決するための政策を市町村へ提言して.xlsx,時系列,2026/08/31,5,ア 地域ケア会議において複数の個別事例から地域課題を明らかにしている／イ 地域課題を解決するための政策を市町村に提言している／ウ 市町村が地域ケア会議から提言された内容に対応している／エ 対応した結果が検証されている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W17,W17_Ⅱ-（２）-⑥+地域包括支援センターが夜間・早朝又は平日以外の窓口（連絡先）を設置し、窓口を住民にパンフレットやホーム.xlsx,時系列,2026/08/31,5,ア 夜間・早朝の窓口（連絡先）を設置している／イ 平日以外の窓口（連絡先）を設置している／ウ 住民に窓口を周知している／エ 特に周知が必要と想定される人への個別周知をしている／合計,北塩原村,2021,2022,1,10
保険者機能強化推進交付金,W18,W18_Ⅱ-（２）-⑦+地域包括支援センターでは、家族等の介護離職防止に向けた支援を実施しているか_時系列.xlsx,時系列,2026/08/31,5,ア 家族介護者等の介護離職防止の相談に対応している／イ 家族介護者等に対し、介護離職防止の相談ができることを周知している／ウ 地域に出向いて介護離職防止に関する相談会を実施している／エ 専門職・関係機関と連携した取組を実施している／合計,北塩原村,2021,2022,1,10
