folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
アウトカムアウトプット指標,W138,W138_目標Ⅳ－1　短期平均要介護度の伸び（軽度）(単年度の変化率)_2023_地域別.xlsx,地域別,2026/08/31,1,変化率,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W139,W139_目標Ⅳ－1　短期平均要介護度の伸び（軽度）（前年度の変化率との差）_2023_地域別.xlsx,地域別,2026/08/31,1,変化率との差,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W140,W140_目標Ⅳ－２　長期的な要介護度の変化（要介護１・２）_2023_地域別.xlsx,地域別,2026/08/31,1,変化率,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W141,W141_目標Ⅳ－３　短期平均要介護度の伸び（中重度）(単年度の変化率)_2023_地域別.xlsx,地域別,2026/08/31,1,変化率,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W142,W142_目標Ⅳ－３　短期平均要介護度の伸び（中重度）(前年度の変化率との差）_2023_地域別.xlsx,地域別,2026/08/31,1,変化率との差,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W143,W143_目標Ⅳ－４　長期的な要介護度の変化（要介護３～５）_2023_地域別.xlsx,地域別,2026/08/31,1,変化率,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W144,W144_目標Ⅳ－５　健康寿命延伸の状況（性・年齢調整済み要介護2以上の認定率）(当年度）_2023_地域別.xlsx,地域別,2026/08/31,1,認定率,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W145,W145_目標Ⅳ－５　健康寿命延伸の状況（性・年齢調整済み要介護2以上の認定率）(変化率）_2023_地域別.xlsx,地域別,2026/08/31,1,認定率の変化率,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W146,W146_目標Ⅰ　後期高齢者と給付費の伸び率の比較_2023_地域別.xlsx,地域別,2026/08/31,1,指数,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W147,W147_目標Ⅲ　介護の仕事の魅力に関する研修の実施状況【65歳以上人口1０万対】_2023_地域別.xlsx,地域別,2026/08/31,0,,,,,3,0
アウトカムアウトプット指標,W148,W148_目標Ⅲ　介護人材の定着・資質向上に関する研修の実施状況【65歳以上人口1０万対】_2023_地域別.xlsx,地域別,2026/08/31,0,,,,,3,0
アウトカムアウトプット指標,W149,W149_目標Ⅲ　介護支援専門員に対する研修の実施状況【65歳以上人口1０万対】_2023_地域別.xlsx,地域別,2026/08/31,0,,,,,3,0
アウトカムアウトプット指標,W150,W150_目標Ⅰ　個別事例検討割合_2023_地域別.xlsx,地域別,2026/08/31,1,検討割合,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W151,W151_目標Ⅰ　ポイント事業参加率_2023_地域別.xlsx,地域別,2026/08/31,0,,,,,3,0
アウトカムアウトプット指標,W152,W152_目標Ⅰ　生活支援コーディネーターの地域ケア会議への参加割合_2023_地域別.xlsx,地域別,2026/08/31,1,参加割合,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W153,W153_目標Ⅰ　従前相当サービス以外の事業費割合_2023_地域別.xlsx,地域別,2026/08/31,1,事業費割合,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W154,W154_目標Ⅱ　サポーター数【65歳以上人口1０万対】_2023_地域別.xlsx,地域別,2026/08/31,1,サポーター数,北塩原村,2023,2023,3,1
アウトカムアウトプット指標,W155,W155_目標Ⅱ　認知症サポーターステップアップ講座修了者数【65歳以上人口1０万対】_2023_地域別.xlsx,地域別,2026/08/31,1,修了者数,北塩原村,2023,2023,3,1
