folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
介護施設数,K1-a,K1-a_サービス提供事業所数（介護老人福祉施設）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（介護老人福祉施設）／サービス提供事業所数（介護老人福祉施設）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K1-b,K1-b_サービス提供事業所数（地域密着型介護老人福祉施設入所者生活介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（地域密着型介護老人福祉施設入所者生活介護）／サービス提供事業所数（地域密着型介護老人福祉施設入所者生活介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K1-c,K1-c_サービス提供事業所数（介護老人保健施設）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（介護老人保健施設）／サービス提供事業所数（介護老人保健施設）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K1-d,K1-d_サービス提供事業所数（介護療養型医療施設）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（介護療養型医療施設）／サービス提供事業所数（介護療養型医療施設）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K1-e,K1-e_サービス提供事業所数（介護医療院）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（介護医療院）／サービス提供事業所数（介護医療院）[人口１０万対],北塩原村,2018,2024,1,14
介護施設数,K2-a,K2-a_サービス提供事業所数（特定施設入居者生活介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（特定施設入居者生活介護）／サービス提供事業所数（特定施設入居者生活介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K2-b,K2-b_サービス提供事業所数（地域密着型特定施設入居者生活介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（地域密着型特定施設入居者生活介護）／サービス提供事業所数（地域密着型特定施設入居者生活介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K2-c,K2-c_サービス提供事業所数（認知症対応型共同生活介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（認知症対応型共同生活介護）／サービス提供事業所数（認知症対応型共同生活介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-a,K3-a_サービス提供事業所数（訪問介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（訪問介護）／サービス提供事業所数（訪問介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-b,K3-b_サービス提供事業所数（訪問入浴介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（訪問入浴介護）／サービス提供事業所数（訪問入浴介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-c,K3-c_サービス提供事業所数（訪問看護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（訪問看護）／サービス提供事業所数（訪問看護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-d,K3-d_サービス提供事業所数（訪問リハビリテーション）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（訪問リハビリテーション）／サービス提供事業所数（訪問リハビリテーション）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-e,K3-e_サービス提供事業所数（居宅療養管理指導）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（居宅療養管理指導）／サービス提供事業所数（居宅療養管理指導）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-f,K3-f_サービス提供事業所数（通所介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（通所介護）／サービス提供事業所数（通所介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-g,K3-g_サービス提供事業所数（地域密着型通所介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（地域密着型通所介護）／サービス提供事業所数（地域密着型通所介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-h,K3-h_サービス提供事業所数（通所リハビリテーション）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（通所リハビリテーション）／サービス提供事業所数（通所リハビリテーション）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-i,K3-i_サービス提供事業所数（短期入所生活介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（短期入所生活介護）／サービス提供事業所数（短期入所生活介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-j,K3-j_サービス提供事業所数（短期入所療養介護（老健））_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（短期入所療養介護（老健））／サービス提供事業所数（短期入所療養介護（老健））[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-k,K3-k_サービス提供事業所数（短期入所療養介護（病院等））_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（短期入所療養介護（病院等））／サービス提供事業所数（短期入所療養介護（病院等））[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-l,K3-l_サービス提供事業所数（福祉用具貸与）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（福祉用具貸与）／サービス提供事業所数（福祉用具貸与）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-m,K3-m_サービス提供事業所数（定期巡回・随時対応型訪問介護看護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（定期巡回・随時対応型訪問介護看護）／サービス提供事業所数（定期巡回・随時対応型訪問介護看護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-n,K3-n_サービス提供事業所数（夜間対応型訪問介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（夜間対応型訪問介護）／サービス提供事業所数（夜間対応型訪問介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-o,K3-o_サービス提供事業所数（認知症対応型通所介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（認知症対応型通所介護）／サービス提供事業所数（認知症対応型通所介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-p,K3-p_サービス提供事業所数（小規模多機能型居宅介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（小規模多機能型居宅介護）／サービス提供事業所数（小規模多機能型居宅介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-q,K3-q_サービス提供事業所数（看護小規模多機能型居宅介護）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（看護小規模多機能型居宅介護）／サービス提供事業所数（看護小規模多機能型居宅介護）[人口１０万対],北塩原村,2012,2024,1,26
介護施設数,K3-r,K3-r_サービス提供事業所数（介護予防支援）_時系列 (1).xlsx,時系列,2026/08/31,2,サービス提供事業所数（介護予防支援）／サービス提供事業所数（介護予防支援）[人口１０万対],北塩原村,2012,2024,1,26
