path,category,size_bytes,sha256,legacy_manifest
00_引継ぎ/README_元資料対応表.txt,00_引継ぎ,2354,7a3dfdfee1aff605a6ff560d3ce7eba9b44ebd4bda847653d6384c3a973414ff,旧manifest未記載
00_引継ぎ/README_引継ぎ概要.md,00_引継ぎ,6534,0b6a69fa1f90335d368836a5ff9f60e54dbbdd548adb502378b8a0d61a295b1d,旧manifest未記載
00_引継ぎ/manifest.csv,00_引継ぎ,5273,fcc3f8af902ed72fd57f9ad249571b6b44d22fc62d4308219c8d1e01c9a4d781,旧manifest未記載
00_引継ぎ/manifest_全ファイル_20260731.csv,00_引継ぎ,44755,a1cd902430cf9e52604837e0bcfe2b647fc29a2f8253006c529b026531398a2c,旧manifest未記載
00_引継ぎ/仕様書適合性チェック_20260803.md,00_引継ぎ,24336,b4f6a4956523a948ea35cb77b209346f9d0bf83cd47afbff0209e6d6d6aa2aee,旧manifest未記載
00_引継ぎ/小野町_障がい計画_前回アンケート検証・計画接続論点.md,00_引継ぎ,16448,5e5822bb768ca5f9cd23497872e4da7fb3e4f5edc642fa56208707e9e88198b4,旧manifest未記載
00_引継ぎ/小野町_高齢者障がい計画_引継ぎメモ.docx,00_引継ぎ,40986,1a3bfd6098094fdd29a014ac0dadfcc4131c21f277628eef46bdc3e79da3ac89,旧manifest未記載
00_引継ぎ/引継ぎ受領・現況整理_20260731.md,00_引継ぎ,14757,5474753ba774c836d4ea3b19d4c7aa524516197feffd8b3a3567a4fd77de1542,旧manifest未記載
01_仕様書・公告/01_elderly_bid_notice.pdf,01_仕様書・公告,157279,7a9dbb28fa5b61353a7af774b96440c0c82cd63714af1ff4ebd19d1d01fb580b,旧manifest一致
01_仕様書・公告/02_elderly_specification.pdf,01_仕様書・公告,148110,e9fa5e4a0287403e7335873f9d65e77b04f651f905fe944bb9c75bbc4a8975f0,旧manifest一致
01_仕様書・公告/03_disability_bid_notice.pdf,01_仕様書・公告,151003,293a1e390a81de7c9cb0121021f0b821752e645ca7a47361c061ff3ad8daee48,旧manifest一致
01_仕様書・公告/04_disability_specification.pdf,01_仕様書・公告,224875,b0658aa5f218ee728e3871a517fd1ccc82a2cd85473c83861ab901d3e5f4029b,旧manifest一致
02_キックオフ・業務計画/01_kickoff_redteam_mece_final.docx,02_キックオフ・業務計画,73121,2ec10eb321483c2e4242597390aea131b499da3174ea2083e4bfeebe8e46263c,旧manifest一致
02_キックオフ・業務計画/02_kickoff_funding_review_added.docx,02_キックオフ・業務計画,63297,d677f9b5be457fa03b50e16b5f5da978c048e23c2a1ff9c5f5e5e9d1902c637c,旧manifest一致
02_キックオフ・業務計画/03_kickoff_workplan_added.docx,02_キックオフ・業務計画,55859,4fd852ffd5545af85cbd86c2dea18328fd34d6cd75132219777c00d2a9eab39c,旧manifest一致
03_計画素案/01_elderly_plan_draft_expanded.docx,03_計画素案,43950,3e7a77e226d763c71c9f3fae90ca4a9049a86f24f3842dc720e23c79f59b0ea3,旧manifest一致
03_計画素案/02_disability_plan_draft_expanded.docx,03_計画素案,44870,e3a6a4f716b3c391ccc80dce9af9e5c220130eaf5cc0b9fb86202a9a4de49f85,旧manifest一致
03_計画素案/03_combined_plan_deepened_reference.docx,03_計画素案,72473,317f2854b956d6687815137d8d3fd0936e173071085cc4972330abda7ab2bee8,旧manifest一致
03_計画素案/04_combined_plan_medical_related_reference.docx,03_計画素案,61651,388cbd9becde50e53d4fbdeea0a322c9a1367c2bbfa8d8cb802aa28d38cdf5f0,旧manifest一致
03_計画素案/地域福祉計画との整合確認メモ.md,03_計画素案,12341,e0579be5306251007427d069dc0d596ee530f512d107b4a197f31b781e57b5e3,旧manifest未記載
04_算定・見込量/01_elderly_premium_logic_redteam_mece.docx,04_算定・見込量,41383,eeaa143cff32b07a0fe878751c2a70fbc45a382ae13ff5a61ccbeeb62d42d036,旧manifest一致
04_算定・見込量/02_disability_estimation_logic_redteam_mece.docx,04_算定・見込量,42600,8a6fbd858fe0ce7800f45ef4c215a66c7f93e0caaf39ba5bc9d6f985e81abdde,旧manifest一致
04_算定・見込量/03_premium_estimation_workbook.xlsx,04_算定・見込量,31284,79786673d31765a4fdbb70a1063302e1c88d08d385b2cc3cf7e92246021fb054,旧manifest一致
05_参考過程/01_kickoff_vertical_layout.docx,05_参考過程,55178,6dadd32b186b7dd70d7634c5054f0677050e35698455bf4236f7e0e282d25106,旧manifest一致
05_参考過程/02_elderly_plan_draft_initial.docx,05_参考過程,43664,577d5cb7a4453e481e19d3eb111ea2373bca5ea659023dd71b920cebe6fdb221,旧manifest一致
05_参考過程/03_disability_plan_draft_initial.docx,05_参考過程,44587,afde870234674447e38279b74ebc42bcb4daa3fedccc2924c20eed385c5c592e,旧manifest一致
05_参考過程/04_combined_plan_initial.docx,05_参考過程,52528,696594d2f1500972362c5ed9b5f584b71b734ea7abf86b9fede736b09178751d,旧manifest一致
06_アンケート素案/20260721修正アンケート_REDTEAM_MECE妥当性評価.md,06_アンケート素案,15582,f5f9c9b52eee54f452815c96e071aa8ba4a95e5522fc57205f5ead83c4fb96cc,旧manifest未記載
06_アンケート素案/20260724_review_extract.json,06_アンケート素案,804514,7f4fd08a6507892196bbf24133a5bee405bcd80a7a672201c422877e9a4d2aeb,旧manifest未記載
06_アンケート素案/20260724_review_extract_summary.md,06_アンケート素案,26840,dafcc3b82db35e10dc577fdf50b4675f39cf5a610a0fafe10412dfeefb07056d,旧manifest未記載
06_アンケート素案/20260724_②版_設問遷移矢印・不備確認レビュー.md,06_アンケート素案,11114,8d9afda60a5bfc6bec760d55ef2f1a73bac0a81980931c7d33764bc903b9f3a0,旧manifest未記載
06_アンケート素案/20260724修正アンケート_REDTEAM_MECEレビュー.md,06_アンケート素案,20282,837aeb15d1e7fd920f87e0d3a95813cf9ce6ec69cae96285c8afe5224f43eaea,旧manifest未記載
06_アンケート素案/20260727_③版_アンケート再確認レビュー.md,06_アンケート素案,8947,14681b2c7cf4dcef7d30c4941ad43919899324a07fa9e1677e402073bc65ee00,旧manifest未記載
06_アンケート素案/20260727_★0727版_アンケート再確認レビュー.md,06_アンケート素案,8728,6ceba25cea853ec7c1265e8a3c28c1af9663a8382a6282bc70f8d69e4efd74bb,旧manifest未記載
06_アンケート素案/アンケート内容_整合チェック結果.md,06_アンケート素案,3841,3577c43ad45661da24b15860a40f37c5305163120c3aa88bddb0dbe5e4c039ed,旧manifest未記載
06_アンケート素案/アンケート調査票_精査結果と修正指示_20260803.md,06_アンケート素案,15414,69e5cf7105a24a7a989448d92a7bb12ca62d60fbab81a2c2dbf447c8a05f3c42,旧manifest未記載
06_アンケート素案/他メンバー作成アンケート_内容レビュー.md,06_アンケート素案,8053,e41318d9cf51243b0b5be4d69a88d2560bbf98b565ed7315ee3d9094a56b4be8,旧manifest未記載
06_アンケート素案/地域福祉計画接続_アンケート反映内容.md,06_アンケート素案,3745,d475df2d3ea3e33bf46e00a74a7dc2cc3c271880ad21c9a885defb866c81be29,旧manifest未記載
06_アンケート素案/小野町_障がい福祉アンケート_一般用_地域福祉計画接続反映版.docx,06_アンケート素案,59569,2f19f391419dbbf697b83cd0f04da1c361d526b2bec8ef1984249fb0ac09c940,旧manifest未記載
06_アンケート素案/小野町_障がい福祉アンケート_児童用_地域福祉計画接続反映版.docx,06_アンケート素案,59440,26098b9c9a64bfe88a5570e81cfc5b495e809a8bf18ea45e4709b5df6422436c,旧manifest未記載
06_アンケート素案/小野町_障がい福祉アンケート調査票_一般用_今期素案.docx,06_アンケート素案,47847,3edde0ea15cd8fab3b2066f8b82bdfab4db1d41dda3f53ebe56b577f9b313008,旧manifest未記載
06_アンケート素案/小野町_障がい福祉アンケート調査票_一般用_添付準拠_整合チェック済み.docx,06_アンケート素案,96053,a8629557347288653c6cd0416a33c72b2eedfae0b1605213c4bcfc6e9f0983f0,旧manifest未記載
06_アンケート素案/小野町_障がい福祉アンケート調査票_児童用_今期素案.docx,06_アンケート素案,47715,73866d8b84e072351bce9cf169c4185acecd4ad72dd6a65522cba4d3c30afb20,旧manifest未記載
06_アンケート素案/小野町_障がい福祉アンケート調査票_児童用_添付準拠_整合チェック済み.docx,06_アンケート素案,97756,30fbfd9c8ad7f653923a50e390b532453cb79f7185751e30c11b14840e059e28,旧manifest未記載
07_介護保険_見える化整理/preview_sheets/00_委員会要点.png,07_介護保険_見える化整理,119768,d7e028f5137275f10c72d1d1d976117ed4a88bcc4059d87997c0a3b283c7342e,旧manifest未記載
07_介護保険_見える化整理/preview_sheets/01_最新値サマリ.png,07_介護保険_見える化整理,153214,1d86f0eab94958c468d6940f171fb42c637918c17e717e536647c67bceaa4365,旧manifest未記載
07_介護保険_見える化整理/preview_sheets/02_主要時系列.png,07_介護保険_見える化整理,105301,cbf0ecd7a1c1ea1aefb118f5fcf3b1e215da59ccc20d9309abe70560ba8a9852,旧manifest未記載
07_介護保険_見える化整理/preview_sheets/03_時系列ロング.png,07_介護保険_見える化整理,155491,f916bbea9714127df03b06437cf9fc032b523d9b2f0675ac632011f0e66dc258,旧manifest未記載
07_介護保険_見える化整理/preview_sheets/90_取込確認.png,07_介護保険_見える化整理,212794,684f1b1ac79d7e7431741dea903a520e5a789d0f30b6c25d74d0ec3afade41ca,旧manifest未記載
07_介護保険_見える化整理/preview_地域分析整理.png,07_介護保険_見える化整理,123872,4df75cadbca10daa19d5271a9c280c70bbefb7a5b5640f93c12db47d5ebc99c5,旧manifest未記載
07_介護保険_見える化整理/preview_基礎数値整理.png,07_介護保険_見える化整理,117911,5f7a9bdfb09dc0c48289045206c41203b1bb39d7901a7f63f21fd4b557de48ed,旧manifest未記載
07_介護保険_見える化整理/サービス受給者数・受給率データ_確認メモ.md,07_介護保険_見える化整理,5133,492f1fad0a465698b39fccded2371bb9226349688b25999f57c64d9d8453d9cf,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ2-a_介護サービス自給率（訪問系）［時系列］_時系列.xlsx,07_介護保険_見える化整理,356057,9a8c92563e13fa9e8b794e051f49db7e0f37c506ea038a35ffb41cc50f03e4e1,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ2-b_介護サービス自給率（通所系）［時系列］_時系列.xlsx,07_介護保険_見える化整理,355909,a8ceceb47409949d035915ceebe0c28ac8255c8d4b4503b64562fb24f1c4454b,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ2-c_介護サービス自給率（短期入所系）［時系列］_時系列.xlsx,07_介護保険_見える化整理,356082,486bef6c6718ca38aa3b6bcf1c27bbd3825afd7fa2ddcd9ecb36b92186830b22,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ2-d_介護サービス自給率（多機能系）［時系列］_時系列.xlsx,07_介護保険_見える化整理,354766,8ec1dfc2cdde25e88fc9cd43624b2e0e9774f96648b91dc0c4475ccc5588c34e,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ2-e_介護サービス自給率（施設・居住系）［時系列］_時系列.xlsx,07_介護保険_見える化整理,356045,734856ea8919254d67aecfd389eb91e9c8f9cbda4a482a08702075cb3ddee262,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ2_介護サービス自給率［時系列］_時系列.xlsx,07_介護保険_見える化整理,355954,73f9bf7ef03e3c9454dad6555fbf23820994f94d21d6a57785dcda7c30b47749,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ3-a_介護サービス自給率（訪問系）［地域比較］_2025_地域別 (2).xlsx,07_介護保険_見える化整理,356825,d2850bd2673215cb5a3893fd1fa47cc2c26ce7a76db2c291067a101347dc10c2,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ3-b_介護サービス自給率（通所系）［地域比較］_2025_地域別 (2).xlsx,07_介護保険_見える化整理,356786,e8a5b100803e204843682ef5cc5195bdb31f90dd844baa77f46ce014a53cc52e,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ3-c_介護サービス自給率（短期入所系）［地域比較］_2025_地域別 (2).xlsx,07_介護保険_見える化整理,356845,f6427965b881d9abe7192a011418198616c6e90cea7c47bad576fb45487857cd,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ3-d_介護サービス自給率（多機能系）［地域比較］_2025_地域別 (2).xlsx,07_介護保険_見える化整理,356530,eae150da1441933cee4f219e45470bb7fb0c3158a54e9cc3156d7f5e63db89e5,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ3-e_介護サービス自給率（施設・居住系）［地域比較］_2025_地域別 (2).xlsx,07_介護保険_見える化整理,356845,6dd93d3b2fb3e091f4a90a9ba0c75c870988648a821144a5df703c58e08ab910,旧manifest未記載
07_介護保険_見える化整理/サービス自給率/δ3_介護サービス自給率［地域比較］_2025_地域別 (2).xlsx,07_介護保険_見える化整理,361616,938e355d1a93495ebf4589902e99278c6b04c9b2b1bc8f87c06da642fa8db777,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/D25_定員（施設サービス別）_時系列 (1).xlsx,07_介護保険_見える化整理,369525,4ef1068799cc100b2df0395681242597478cf0c8e4f9be265b0b790dc3fdc2b5,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/D26_定員（居住系サービス別）_時系列 (1).xlsx,07_介護保険_見える化整理,368944,16edaaf0e0351565116b3d45b256d10d0bdaed588c711cde9ff008437b602a0f,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/D27_定員（通所系サービス別）_時系列 (1).xlsx,07_介護保険_見える化整理,370497,dde2bba04b56aa439adaf188bb6744e3c18d793b9709e70b19e9e5f1ea714259,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/D28_要支援・要介護者1人あたり定員（施設サービス別）_時系列 (1).xlsx,07_介護保険_見える化整理,372057,afde535fb9ccdd94f90338b8df9b4cbf10ca10e3a2eb7aa851af7c3ab391cea3,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/D29_要支援・要介護者1人あたり定員（居住系サービス別）_時系列 (1).xlsx,07_介護保険_見える化整理,370560,5a3ff46dfa5914ae4580b77d835a3399711733a5428e2eec9e685a700c5e94ba,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/D30_要支援・要介護者1人あたり定員（通所系サービス別）_時系列 (1).xlsx,07_介護保険_見える化整理,372504,599e0bc989fce66f1a4451deeddad37f6aef081b16661bc799a592b240adcb0f,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F10_週１回以上の通いの場の箇所数（主な活動内容別（２つめ））_2020_地域別.xlsx,07_介護保険_見える化整理,362336,8c888856edcd0901951bc79ff57d8edd23ea4a7dec6b1db38d5c20efe0326ebf,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F11_月１回以上の通いの場の箇所数（主な運営主体別）_2020_地域別.xlsx,07_介護保険_見える化整理,361813,a986c9e639a1a80f6e825b2a56a1c5a6174791dcdba897ed9436f6a20b7b0052,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F12_月１回以上の通いの場の箇所数（主な活動場所別）_2020_地域別.xlsx,07_介護保険_見える化整理,361741,23b672ae3c1d39a56abbe7063afddafe7468b23cdf8283411466bea5309ba557,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F13_月１回以上の通いの場の箇所数（主な活動内容別（１つめ））_2020_地域別.xlsx,07_介護保険_見える化整理,362302,f03fc3d7fbe85142311d5ddf0c31649a91c7b931a34851f51a99dc2bf9c1f99e,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F14_月１回以上の通いの場の箇所数（主な活動内容別（２つめ））_2020_地域別.xlsx,07_介護保険_見える化整理,362741,74c1f47e973376fc29a78db43b4b0f6b6d62c2aad7b92b0f785c15db84abdf08,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F1_週１回以上の通いの場の参加率_時系列 (1).xlsx,07_介護保険_見える化整理,370098,570b5f8ae79a707a6d3770bf7678559e652412e9080edd4db4caadfc4e162c71,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F28_旧介護予防訪問介護に相当するサービス実施延べ件数【65歳以上人口1万対】_時系列 (1).xlsx,07_介護保険_見える化整理,367258,de7151d9972c59eafb3124d61817bd784d16b3e7aed528c6500195c82c0322da,旧manifest未記載
07_介護保険_見える化整理/介護予防・総合事業/F29_訪問型サービスＡ実施延べ件数【65歳以上人口1万対】_時系列.xlsx,07_介護保険_見える化整理,367227,3ba87d1af6c5d0094b9c1a7798818f0c92c28af98daa7c70cc5e7007b670ef6a,旧manifest未記載
